model,task_id,suite_split,construction_split,hard3,lift_type,feature_family,entanglement_primary,entanglement_level,has_run_json,has_result_json,submission_file_count,usable_submission,functional_pass,first_failure_stage,run_status,freeze_id,agent_docker_image,eval_docker_image,build_pass,public_pass,hidden_pass,isolation_pass,rres,extraction_ratio,copied_fraction,copied_loc,submitted_loc,reference_loc,compactness_class,artifact_fail,process_tve,process_invalid_encrypted,process_timeout,process_promoted_process,process_context_violation,process_usage_unverified,process_usage_source,process_api_calls,process_assistant_steps,process_prompt_tokens,process_completion_tokens,process_total_tokens,process_effective_uncached_prompt_tokens,process_incremental_tokens,process_prompt_cache_accounting,process_duration_seconds,process_detail,process_flags
deepseek-v4-flash,flask__route_dispatch_core__001,python150,core100,False,Adapted,registry_plugin_dispatch,framework_coupling,high,True,True,6,True,False,public_failure,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,15.958333,15.958333,0.031332,24,766,48,non_functional,True,True,False,False,False,True,False,usage.json,90,87,7298742,104329,7403071,142390,246719,True,882.790805,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'old_str', 'new_str']","[""tool_validation_error"", ""tve""]"
deepseek-v4-flash,fs__url_opener_core__hard3_001,python150,hard50,True,Adapted,registry_plugin_dispatch,resource_coupling,high,True,True,5,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,2.482353,2.482353,0.0,0,211,85,copy_heavy_pass,False,True,False,False,False,True,False,usage.json,98,89,7100186,115005,7215191,127642,242647,True,984.33578,"Error validating tool 'terminal': Failed to provide security_risk field in tool 'terminal'. Parameters provided: ['command', 'security_rule', 'summary']","[""tool_validation_error"", ""tve""]"
deepseek-v4-flash,fsspec__url_chain_core__hard3_001,python150,hard50,True,Adapted,config_resolve_discover,resource_coupling,high,True,True,4,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,5.696629,5.696629,0.027613,14,507,89,copy_heavy_pass,False,True,False,False,False,True,False,usage.json,133,126,10386511,146023,10532534,224975,370998,True,1244.753174,"Error validating tool 'terminal': Failed to provide security_risk field in tool 'terminal'. Parameters provided: ['command', 'security_rank', 'summary']","[""tool_validation_error"", ""tve""]"
deepseek-v4-flash,glom__spec_eval_core__hard3_001,python150,hard50,True,Adapted,algorithm_data_structure,parser_state_coupling,high,True,True,4,True,False,hidden_failure,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,False,True,41.745098,41.745098,0.956318,2036,2129,51,non_functional,True,True,False,False,False,True,False,usage.json,82,78,6576886,65379,6642265,147446,212825,True,574.141283,"Error validating tool 'terminal': Failed to provide security_risk field in tool 'terminal'. Parameters provided: ['command', 'security_rule', 'summary']","[""tool_validation_error"", ""tve""]"
deepseek-v4-flash,h11__message_parse_core__001,python150,core100,False,Direct,protocol_state_transition,parser_state_coupling,high,True,True,12,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.003404,1.003404,0.995251,1467,1474,1469,copy_heavy_pass,False,True,False,False,False,False,False,usage.json,35,34,949505,16818,966323,31233,48051,True,151.598469,"Error validating tool 'terminal': Failed to provide security_risk field in tool 'terminal'. Parameters provided: ['command', 'security_rank', 'summary']","[""tool_validation_error"", ""tve""]"
deepseek-v4-flash,h2__frame_parse_core__001,python150,core100,False,Adapted,protocol_state_transition,parser_state_coupling,high,True,True,10,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.960463,0.960463,0.27008,269,996,1037,functional_mixed_footprint,False,True,False,False,False,False,False,usage.json,42,40,1537905,25940,1563845,37361,63301,True,224.242437,"Error validating tool 'terminal': Failed to provide security_risk field in tool 'terminal'. Parameters provided: ['command', 'security_rule', 'summary']","[""tool_validation_error"", ""tve""]"
deepseek-v4-flash,hatch__project_metadata_core__hard3_001,python150,hard50,True,Adapted,resource_metadata_loading,data_model_coupling,high,True,True,1,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,2.012048,2.012048,0.149701,25,167,83,non_functional,True,True,False,False,False,True,False,usage.json,92,86,5891696,96992,5988688,121200,218192,True,842.549335,"Error validating tool 'terminal': Failed to provide security_risk field in tool 'terminal'. Parameters provided: ['command', 'security_rule', 'summary']","[""tool_validation_error"", ""tve""]"
deepseek-v4-flash,httpx__request_model_core__001,python150,core100,False,Adapted,validate_normalize_construct,data_model_coupling,high,True,True,10,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.0323,1.0323,0.960367,2302,2397,2322,copy_heavy_pass,False,True,False,False,False,True,False,usage.json,79,77,5800867,56152,5857019,76579,132731,True,503.742948,"Error validating tool 'terminal': Failed to provide security_risk field in tool 'terminal'. Parameters provided: ['command', 'security_rank']","[""tool_validation_error"", ""tve""]"
deepseek-v4-flash,humanize__naturaltime_core__001,python150,core100,False,Direct,serialize_format_render,data_model_coupling,high,True,True,3,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.440795,0.440795,0.941176,480,510,1157,copy_heavy_pass,False,True,False,False,False,False,False,usage.json,61,57,3797476,34324,3831800,68964,103288,True,307.384957,"Error validating tool 'terminal': 1 validation error for TerminalAction
security_rule
  Extra inputs are not permitted [type=extra_forbidden, input_value='LOW', input_type=str]
    For further information visit https://errors.pydantic.dev/2","[""tool_validation_error"", ""tve""]"
deepseek-v4-flash,importlib_metadata__entry_points_core__001,python150,core100,False,Direct,resource_metadata_loading,config_environment_coupling,high,True,True,2,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.254332,0.254332,0.812652,334,411,1616,copy_heavy_pass,False,True,False,False,False,False,False,usage.json,50,50,3227873,59694,3287567,58593,118287,True,467.717064,"Error validating tool 'terminal': Failed to provide security_risk field in tool 'terminal'. Parameters provided: ['command', 'security_rule', 'summary']","[""tool_validation_error"", ""tve""]"
deepseek-v4-flash,importlib_resources__traversable_tree_core__hard3_001,python150,hard50,True,Composite,resource_metadata_loading,resource_coupling,high,True,True,1,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,2.656442,2.656442,0.143187,62,433,163,copy_heavy_pass,False,True,False,False,False,True,False,usage.json,111,109,9439162,151125,9590287,251578,402703,True,1139.277966,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'file_text']","[""tool_validation_error"", ""tve""]"
deepseek-v4-flash,installer__wheel_record_core__hard3_001,python150,hard50,True,Adapted,resource_metadata_loading,resource_coupling,high,True,True,1,True,False,hidden_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,False,True,2.333333,2.333333,0.0,0,77,33,non_functional,True,True,False,False,False,False,False,usage.json,37,41,2044456,41534,2085990,49576,91110,True,334.960353,Error validating tool 'file_editor': Expecting value: line 1 column 99 (char 98). Arguments: unparseable JSON,"[""tool_validation_error"", ""tve""]"
deepseek-v4-flash,intervaltree__interval_tree_core__001,python150,core100,False,Direct,algorithm_data_structure,data_model_coupling,high,True,True,4,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.007433,1.007433,1.0,1762,1762,1749,copy_heavy_pass,False,False,False,False,False,False,False,usage.json,42,45,2059117,24367,2083484,50413,74780,True,221.784888,passed,[]
deepseek-v4-flash,isodate__duration_parse_core__001,python150,core100,False,Adapted,parse_tokenize_decode,parser_state_coupling,high,True,True,6,True,True,functional_pass,passed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.723845,0.723845,0.865885,665,768,1061,copy_heavy_pass,False,False,False,False,False,False,False,usage.json,46,46,2947984,48321,2996305,56592,104913,True,352.131434,passed,[]
deepseek-v4-flash,isort__settings_resolver_core__hard3_001,python150,hard50,True,Adapted,config_resolve_discover,config_environment_coupling,high,True,True,4,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,2.257353,2.257353,0.364821,224,614,272,copy_heavy_pass,False,True,False,False,False,True,False,usage.json,120,113,10260404,153356,10413760,250676,404032,True,1197.655652,"Error validating tool 'terminal': 1 validation error for TerminalAction
security_rule
  Extra inputs are not permitted [type=extra_forbidden, input_value='', input_type=str]
    For further information visit https://errors.pydantic.dev/2.13","[""tool_validation_error"", ""tve""]"
deepseek-v4-flash,itsdangerous__timed_serializer_core__001,python150,core100,False,Adapted,serialize_format_render,data_model_coupling,high,True,True,5,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,8.769231,8.769231,0.391813,134,342,39,copy_heavy_pass,False,True,False,False,False,True,False,usage.json,66,63,4955944,77163,5033107,146600,223763,True,614.316099,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'file_text']","[""tool_validation_error"", ""tve""]"
deepseek-v4-flash,jinja2__compile_render_core__001,python150,core100,False,Adapted,serialize_format_render,framework_coupling,high,True,True,21,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.026207,1.026207,0.995744,9124,9163,8929,copy_heavy_pass,False,True,False,False,False,True,False,usage.json,98,96,7465104,62366,7527470,76816,139182,True,559.568564,"Error validating tool 'terminal': 1 validation error for TerminalAction
security_rule
  Extra inputs are not permitted [type=extra_forbidden, input_value='', input_type=str]
    For further information visit https://errors.pydantic.dev/2.13","[""tool_validation_error"", ""tve""]"
deepseek-v4-flash,jinja2__extensions_core__001,python150,core100,False,Adapted,registry_plugin_dispatch,framework_coupling,high,True,True,21,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.968978,0.968978,0.994306,9255,9308,9606,copy_heavy_pass,False,True,False,False,False,True,False,usage.json,111,110,9364357,60775,9425132,86789,147564,True,603.637933,"Error validating tool 'terminal': Failed to provide security_risk field in tool 'terminal'. Parameters provided: ['command', 'security_rank', 'summary']","[""tool_validation_error"", ""tve""]"
deepseek-v4-flash,jinja2__filters_tests_core__001,python150,core100,False,Adapted,serialize_format_render,framework_coupling,high,True,True,19,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.020161,1.020161,0.986715,8987,9108,8928,copy_heavy_pass,False,True,False,False,False,False,False,usage.json,76,73,4365277,52157,4417434,50397,102554,True,465.768551,"Error validating tool 'terminal': Failed to provide security_risk field in tool 'terminal'. Parameters provided: ['command', 'security_rule', 'summary']","[""tool_validation_error"", ""tve""]"
deepseek-v4-flash,jinja2__lexer_parser_core__001,python150,core100,False,Adapted,parse_tokenize_decode,parser_state_coupling,high,True,True,9,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.843468,0.843468,0.955941,2864,2996,3552,copy_heavy_pass,False,True,False,False,False,True,False,usage.json,100,98,7385548,60075,7445623,79436,139511,True,538.977342,"Error validating tool 'terminal': Failed to provide security_risk field in tool 'terminal'. Parameters provided: ['command', 'security_rule', 'summary']","[""tool_validation_error"", ""tve""]"
deepseek-v4-flash,jinja2__loader_inheritance_core__001,python150,core100,False,Adapted,resource_metadata_loading,framework_coupling,high,True,True,22,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.004554,1.004554,0.98735,9366,9486,9443,copy_heavy_pass,False,True,False,False,False,False,False,usage.json,119,116,8389929,57661,8447590,70313,127974,True,601.430069,"Error validating tool 'terminal': 1 validation error for TerminalAction
security_rule
  Extra inputs are not permitted [type=extra_forbidden, input_value='LOW', input_type=str]
    For further information visit https://errors.pydantic.dev/2","[""tool_validation_error"", ""tve""]"
