task_id,run_id,model,task_type,dynamic_state_task,public_pass,hidden_pass,functional_pass,extraction_ratio,copied_file_count,copied_loc,repeated_file_reads,repeated_line_reads,tool_error_count,harness_format_error_count,closure_plan_present,self_generated_tests,hidden_risk_discussed,stop_reason,primary_failure,trajectory_path,evaluation_path,evidence_step_ids
lark__parse_tree_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/lark__parse_tree_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,parser_state_coupling,false,true,false,false,0.043554,7,275,3,1,2,0,false,false,true,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/lark__parse_tree_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/lark__parse_tree_core__001/eval/result.json,"[""477028d2-28a0-4464-ad61-0802f25d5818"",""fe14dcdc-f3f0-43a3-9e30-bad9ec4e8f6e"",""34e19e62-6d2d-449e-b78e-b8967ef1a9ce"",""9ce1f419-c6d3-4b7c-9c38-abd9f64d9801"",""6a20d9f3-a5bc-4889-a346-29ab59cdee72"",""4623bf81-62c2-4f10-a532-844ecba98c9e"",""eval:hidden_tests""]"
chameleon__template_compile_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/chameleon__template_compile_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,parser_state_coupling,false,true,false,false,0.043775,16,410,3,1,1,0,false,false,false,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/chameleon__template_compile_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/chameleon__template_compile_core__001/eval/result.json,"[""05f197bf-5f70-4b61-8410-5bc8c59df6c1"",""4aea9074-fada-4b4f-b78f-4caa4f3e80c6"",""9a8be599-7c2b-43c6-b7b6-d8a1e1cc0c4a"",""6f3220ce-919a-42d1-ac4d-9597eb7e0a38"",""1b0af389-35d6-4093-9495-5c44aa51f048"",""b270ba50-e077-4faf-8ea4-932c2883dc95"",""eval:hidden_tests""]"
astroid__nodes_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/astroid__nodes_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,data_model_coupling,false,,,false,0.048597,6,1408,2,2,2,0,false,false,true,explicit_finish,evaluator_or_environment_error,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/astroid__nodes_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/astroid__nodes_core__001/eval/result.json,"[""133d4254-9304-40bb-8038-f520e141f974"",""71faf731-eea2-4c61-9e70-03a8af489f68"",""5b73eb63-63cf-47bd-add7-fdef60db31c1"",""fc8c1146-bf60-4a87-88e9-08fb36bd48d6"",""935577b1-7a68-40c4-99f1-1b3b628af46c"",""125a69e2-99c7-4c09-ab69-f595dcde6898"",""eval:build"",""eval:dependency_install_failed""]"
jinja2__extensions_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/jinja2__extensions_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,framework_coupling,false,,,false,0.052846,12,962,5,1,3,0,false,false,true,explicit_finish,evaluator_or_environment_error,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/jinja2__extensions_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/jinja2__extensions_core__001/eval/result.json,"[""3f302f67-076c-4557-9121-0f0b43d3d50a"",""30c2a119-53e0-4531-93d4-8ecdf6ebe199"",""6a66cace-6d46-478d-94b6-b30dd6865c2b"",""2c2c126a-0ff2-4dc0-b5ba-3965044ba98f"",""6d77f17d-0377-4667-a3b0-0bf3915c1a9d"",""30f564a7-e415-4fb8-86b4-a082a98d355d"",""f960cf79-582b-431b-ad47-4d9c9e112850"",""eval:build"",""eval:dependency_install_failed""]"
jsonschema__validator_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/jsonschema__validator_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,data_model_coupling,true,,,false,0.057603,6,494,2,1,2,0,false,false,true,explicit_finish,evaluator_or_environment_error,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/jsonschema__validator_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/jsonschema__validator_core__001/eval/result.json,"[""68089d97-a0bb-4ef4-8645-611733c38763"",""f24443d7-dd21-4f08-b725-d7ac651b3b8b"",""2dd1932f-8b32-4ab8-9c8c-9fd26e628789"",""8efc865c-4808-4752-aa2e-ee4f03f077c6"",""3fe44195-0a80-4839-90d4-6da8e4673b6e"",""f097e072-4919-4641-aefa-6d2e670be387"",""eval:build"",""eval:dependency_install_failed""]"
markdown__extensions_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/markdown__extensions_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,parser_state_coupling,true,false,false,false,0.064827,12,491,5,1,9,0,false,false,false,step_limit_exceeded,public_behavior_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/markdown__extensions_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/markdown__extensions_core__001/eval/result.json,"[""5bae4ca5-8b99-4d5f-82e0-220fbd08254b"",""e3cce7b5-6aa6-47f9-ac63-3791f8a686d5"",""d8d354c7-0f41-4084-b352-ce85db4ee299"",""54cc772d-2504-44d6-8b61-721bca26f122"",""999fd7d1-ed2f-4299-b2f8-15410287136b"",""eval:public_tests"",""eval:hidden_tests""]"
werkzeug__routing_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/werkzeug__routing_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,framework_coupling,true,true,false,false,0.068868,7,1091,0,0,0,0,false,true,false,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/werkzeug__routing_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/werkzeug__routing_core__001/eval/result.json,"[""d91a7f43-fa52-452b-8464-b56a21c32188"",""642a337b-0e8f-456d-ba15-6faaef79648d"",""eval:hidden_tests""]"
croniter__cron_parse_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/croniter__cron_parse_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,parser_state_coupling,false,,,false,0.072308,2,229,11,1,3,0,false,false,true,explicit_finish,evaluator_or_environment_error,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/croniter__cron_parse_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/croniter__cron_parse_core__001/eval/result.json,"[""cb47118c-74e5-465c-85a3-9dcc45e336e2"",""dba944d9-2f8d-4f7a-b4a4-c0952d1186da"",""a77d788c-878b-4a08-91ec-910909233883"",""415c6219-1a90-4ac0-9101-65d2c897c0da"",""2ba6fca2-b9c3-4521-8287-39464dc70f50"",""287a4585-0e05-4c90-9a79-3a7e63c465da"",""eval:build"",""eval:dependency_install_failed""]"
sqlparse__token_tree_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/sqlparse__token_tree_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,parser_state_coupling,false,false,false,false,0.085131,8,513,1,1,5,0,false,false,true,explicit_finish,public_behavior_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/sqlparse__token_tree_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/sqlparse__token_tree_core__001/eval/result.json,"[""c618757d-26d0-4dcf-8b3f-f6f503af0200"",""41fd1654-2b46-4351-9357-47bd26aea947"",""ed96c3d2-4ebf-4a52-9d7b-b0b1a623cac0"",""e39aa0c6-2d27-4465-870e-b68e2f52755f"",""eval:public_tests"",""eval:hidden_tests""]"
vibe_app__plugin_registry_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/vibe_app__plugin_registry_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,legacy_vibe_clutter,true,true,true,true,0.086649,5,98,0,0,0,0,false,true,true,explicit_finish,passed,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/vibe_app__plugin_registry_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/vibe_app__plugin_registry_core__001/eval/result.json,"[""df9a922b-49e2-42da-97d0-81bf70e673c5"",""f7148155-5890-470c-a276-0332957846e6""]"
parso__python_parse_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/parso__python_parse_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,parser_state_coupling,false,false,false,false,0.090698,15,1057,13,3,6,0,false,false,true,explicit_finish,public_behavior_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/parso__python_parse_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/parso__python_parse_core__001/eval/result.json,"[""520b13c4-5e90-404b-aa9b-58d8663aa211"",""db873e8c-017f-49fa-9b5b-ad0e4da38f75"",""03b500d7-1f83-4005-9d43-481363d4176b"",""b7cf42b9-30de-4607-99f2-4c94569ef9aa"",""baa17ff1-132b-461b-8e71-390f18d61c22"",""d19e1b91-55b6-4e9f-85b3-5c53072ac8ba"",""f4a64913-a37c-4481-bbf9-848b44d996e0"",""eval:public_tests"",""eval:hidden_tests""]"
vibe_app__pricing_rules_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/vibe_app__pricing_rules_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,legacy_vibe_clutter,true,true,true,true,0.100917,6,66,0,0,0,0,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/vibe_app__pricing_rules_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/vibe_app__pricing_rules_core__001/eval/result.json,"[""74d45f7e-f915-4ae2-a98c-b967d34bca18"",""915c73d1-5aae-4781-a1cc-6b46c7309d18""]"
websockets__handshake_parse_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/websockets__handshake_parse_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,parser_state_coupling,false,true,false,false,0.107017,8,1333,0,0,0,0,false,false,true,explicit_finish,hidden_interface_or_closure_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/websockets__handshake_parse_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/websockets__handshake_parse_core__001/eval/result.json,"[""aecdaac4-d9bc-4c7c-9784-6a238bb54ef4"",""3da59e17-466e-4329-93f0-ed9545727bd6"",""eval:hidden_tests""]"
vibe_app__session_registry_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/vibe_app__session_registry_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,legacy_vibe_clutter,true,true,true,true,0.107100,5,89,0,0,1,0,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/vibe_app__session_registry_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/vibe_app__session_registry_core__001/eval/result.json,"[""6132dbd3-111c-43bf-b025-4233ffe6121e"",""544f2c6e-b221-43e1-90fb-ad85249d1e4b"",""72da006d-a64e-4e6f-ac47-d953b6b797d7""]"
wsproto__frame_parse_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/wsproto__frame_parse_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,parser_state_coupling,true,true,false,false,0.126787,2,399,0,0,0,0,false,false,true,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/wsproto__frame_parse_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/wsproto__frame_parse_core__001/eval/result.json,"[""69aeaa4b-f210-46d2-8e57-1ca5845e7d75"",""f8d208d1-901b-42da-955a-8bc0a116e9c9"",""eval:hidden_tests""]"
sortedcontainers__sorted_list_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/sortedcontainers__sorted_list_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,data_model_coupling,false,true,false,false,0.130624,2,1083,4,0,0,0,false,false,true,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/sortedcontainers__sorted_list_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/sortedcontainers__sorted_list_core__001/eval/result.json,"[""85519524-93ad-486f-b457-56022e8506f3"",""f0142f2f-fb07-4ea4-a8a6-13ad7680edca"",""12154242-e109-4074-bef8-fae794bafc4e"",""4a21dda1-3bba-4ed8-bad4-5d18a87705cf"",""eval:hidden_tests""]"
cerberus__schema_validate_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/cerberus__schema_validate_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,data_model_coupling,false,true,false,false,0.133920,6,792,2,1,3,0,false,false,true,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/cerberus__schema_validate_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/cerberus__schema_validate_core__001/eval/result.json,"[""980efdd6-9cd5-455b-9e69-1bf6c3bd0891"",""b253e0ca-03be-4943-ae64-e4684b8edd81"",""8ffe61cc-5274-4a6d-bc53-c8e87e09efa9"",""a7711557-7756-4064-a315-aa45a84b42b5"",""dcd14157-21b2-4095-819a-83d5a6b46a87"",""67cbe4ed-c29e-412c-9fbe-b0a9a2703440"",""eval:hidden_tests""]"
vibe_app__rules_engine_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/vibe_app__rules_engine_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,legacy_vibe_clutter,true,true,true,true,0.135981,6,113,0,0,0,0,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/vibe_app__rules_engine_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/vibe_app__rules_engine_core__001/eval/result.json,"[""2fe1b505-b202-413e-af68-dd29ba542c7b"",""7e01fadb-8d58-4675-a1c7-b334902cbeeb""]"
python_box__config_box_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/python_box__config_box_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,data_model_coupling,false,true,true,true,0.136060,4,306,5,1,2,0,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/python_box__config_box_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/python_box__config_box_core__001/eval/result.json,"[""86bd9683-9f90-48d2-8652-03ecd7c4d25d"",""0886f6bf-eaae-47a7-a264-5dddafe99276"",""1042fc66-0fd6-4370-be84-3ad2be061f63"",""ec9645df-644b-4abb-b39c-fe03e6ef31f8"",""68fcd8a4-4294-4e86-a4ce-216c52dff410"",""5883598b-afeb-4f72-8b12-9f0ea0b79e9a"",""22f9ea5d-5345-468d-a601-8d17070227e7""]"
pendulum__parse_format_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pendulum__parse_format_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,parser_state_coupling,false,,,false,0.138335,15,1630,10,0,5,0,false,false,false,step_limit_exceeded,evaluator_or_environment_error,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pendulum__parse_format_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pendulum__parse_format_core__001/eval/result.json,"[""a12400bf-67be-4262-8b8e-5b4f13f64401"",""360767bf-c5ff-484a-814c-5729fae753c7"",""7e65e3cd-eebb-4448-a875-d6deb4d0f177"",""2e74d4db-1489-4d21-961d-f63585ceaad9"",""96ea1546-622e-4066-95c0-9497d534c825"",""eval:build"",""eval:dependency_install_failed""]"
attrs__validators_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/attrs__validators_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,data_model_coupling,true,false,false,false,0.148279,6,629,3,1,0,0,false,false,true,explicit_finish,public_behavior_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/attrs__validators_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/attrs__validators_core__001/eval/result.json,"[""55ac63bd-a3e1-4ef9-bde2-069c08f102c5"",""be124c04-6da8-4412-ae97-10a2268be5a9"",""b66dd86a-6fdb-42ee-8415-7c2b5f9016ca"",""0cf5b617-9fb3-40d7-a977-4c4a57d91e80"",""eval:public_tests"",""eval:hidden_tests""]"
lark__visitor_transform_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/lark__visitor_transform_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,data_model_coupling,false,false,false,false,0.151251,7,955,1,0,1,0,false,false,false,explicit_finish,public_api_or_interface_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/lark__visitor_transform_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/lark__visitor_transform_core__001/eval/result.json,"[""91f679b6-4436-4103-be0b-63bb587c864e"",""605ff95b-31de-49b1-9dbc-58df31763f4c"",""c471f88b-b381-457a-8fc3-e105adb06781"",""eval:public_tests"",""eval:hidden_tests""]"
deepdiff__deep_compare_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/deepdiff__deep_compare_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,data_model_coupling,false,,,false,0.152060,7,1532,20,2,4,0,false,false,false,step_limit_exceeded,dependency_closure_omission,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/deepdiff__deep_compare_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/deepdiff__deep_compare_core__001/eval/result.json,"[""889aef87-370e-46c8-a7c6-6b4518b4a3bd"",""8ad35a03-23ba-40d2-97e6-5b0c50bae25c"",""d4bee245-3135-490f-bea5-6ce79d87bc3d"",""4bf81dc0-a8d1-414d-8d43-c0a8318c9ac4"",""3307b424-7402-4841-b5d4-000afc83f747"",""37f4dad8-d338-43a6-975f-f7a1623b17a2"",""eval:build""]"
marshmallow__schema_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/marshmallow__schema_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,data_model_coupling,false,true,false,false,0.155781,10,613,15,3,2,0,false,false,true,explicit_finish,hidden_interface_or_closure_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/marshmallow__schema_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/marshmallow__schema_core__001/eval/result.json,"[""74af486b-776b-4f4d-b731-a16e723bdece"",""51c4c6c7-c5b4-474a-8a23-07e699ec71cf"",""d57efb9c-fb51-4b1a-a8ef-2d5837c09c52"",""1bd516ba-6ef9-4158-aa90-2c99cbcde194"",""f7a2643a-26c2-49a2-9c72-af0218111cc4"",""8f92eed9-19ff-494a-9a7d-82b9f2ac240b"",""a22a28a2-39f8-4607-af13-c851fef96057"",""ab368ed7-f38e-47bf-9879-e79487aeca6e"",""eval:hidden_tests""]"
boltons__iterutils_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/boltons__iterutils_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,data_model_coupling,false,true,true,true,0.156643,2,685,17,0,1,0,false,true,true,explicit_finish,passed,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/boltons__iterutils_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/boltons__iterutils_core__001/eval/result.json,"[""9c041a60-9e51-4491-90d7-c709b1198c3a"",""80f867cf-071b-4387-97ec-84feb6061c10"",""18685ee2-e48f-4d9c-9ca8-f1c71431dfd4"",""a289ed3c-7ade-43aa-8fc3-95ae00b31b36"",""85500047-f20d-485e-8fb8-620b0e6d1e36""]"
arrow__parse_format_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/arrow__parse_format_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,parser_state_coupling,false,,,false,0.165439,9,1392,3,0,0,0,false,false,true,explicit_finish,evaluator_or_environment_error,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/arrow__parse_format_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/arrow__parse_format_core__001/eval/result.json,"[""3dad0fe5-0e13-4f59-a286-4ce7df9b764b"",""7a9f25c7-4ab5-4984-affe-4d0521e49a9d"",""00541467-5f5d-455c-91c4-b0dbc8d00469"",""7e3d7dbc-7dfb-42d7-a4d8-5bc6163fc81b"",""eval:build"",""eval:dependency_install_failed""]"
